# File = hlsp_m83_autocat_ages_public.data
#
# This cluster catalog was used in Chandar et al. 2010, ApJ, 719, 966.
#
# This file contains the ages, extinctions, and masses estimated for clusters in a single field
# of M83 imaged with the WFC3.  These values are the best currently available
# from this catalog (hence the use of "tentative ages"  in the paper), but
# may change in the future.
#
# The cluster catalog which includes photometry for all of these clusters
# can be found in the file = hlsp_wfc3ers_hst_wfc3_m83_cat_cluster_auto_v1.txt
# available from http://**** .
#
# DESCRIPTION OF METHOD:
#
# The age (in log yrs) and extinction (E(B-V)) is estimated for each cluster by finding the
# minimum chi square between the observed and predicted magnitudes
# for different combinations of age and extinction in the following filters: 
# F336W (~U) , F438W (~B) , F555W (~V), and F814W (~I), and F657N (~Halpha).
# These are given by the 'bestage' and 'bestebv' columns.
# The formal, 1sigma minimum and maximum extinction and age is also given,
# although these values are almost certainly underestimates of the true 
# uncertainties.  These also do not capture the fact that there are
# occassionally two different combinations of age/extinction that give
# nearly equally good fits for some clusters.
#
# The mass for each cluster is estimated from its extinction corrected V band luminosity
# combined with the predicted (age-dependent) mass-to-light ratio in the V 
# band.  Two masses are given in this file.  The first 'mass1' uses a V band luminosity
# for each cluster which has an aperture correction that depends on the measured
# concentration index of the cluster (see Chandar et al. 2010 for details), and
#  the second 'mass2' uses a V band magnitude for each cluster where a mean aperture
# correction of -0.9 magnitudes has been added to each cluster. The 'mass1'
# measurements are preferred.
#
# The results here use predictions from the 2xsolar metallicity, single stellar population
# models from Bruzual & Charlot (private communication).  
# Predictions from the solar metallicity models did not match
# the observations as well as the twice solar model.
# Please see Figures 6 & 7 in Chandar et al. 2010 for a comparison of the photometric
# measurements with Bruzual & Charlot predictions.
#
# The chi square minimization method used to derive the age,
# extinction, and mass for each cluster is also described in Chandar et al. (2010).
# The age-dating assumes a Galactic-type extinction law extinction law
# with R_v = Av/E(B-V) = 3.1.
# 
# Magnitudes in the narrow-band 'Halpha' filter were included directly in the
# SED fit.  The method assumes that this filter contains
# both continuum (from stars) and line (from gas) emission.
# Therefore, we do not perform any continuum subtraction in the 
# observations, and we add together predictions from both the
# stellar and nebular components.  For the latter, we assume
# case B recombination, plus a typical 'leakage' of ionizing photons
# to account for the use of fairly small apertures that miss 
# most of the line emission in clusters with ages between
# approximately 4-8 Myr (see Whitmore et al. 2011, ApJ, 729, 78
# for a discussion of Halpha morphology vs. cluster age). 
#
# We are continuously improving our age-dating techniques,
# so please contact Rupali Chandar prior to quoting any
# ages from this file.  In particular, we are 
# likely to have updated ages for both the central and
# northern ERS fields in late spring 2011.
#
# contact info: Rupali.Chandar@utoledo.edu 
# March 5, 2011
#
#       x          y          id     minebv   bestebv maxebv  minage  bestage maxage         mass1         mass2
     1212.02     2002.93    38180      0.28    0.32    0.38     6.66    6.70    6.72         2043.0         3137.9
     1268.58     4027.78    84890      0.00    0.00    0.00     6.58    6.60    6.64          644.3          784.2
      913.12     2818.24    52974      0.18    0.22    0.26     7.86    7.96    8.11        24200.0        25690.0
     3988.88     1731.01    32820      0.34    0.40    0.44     6.60    6.66    6.70         2194.4         3819.2
      929.16     3523.41    70366      0.40    0.44    0.46     6.86    6.86    6.86         5091.2         7618.6
     4569.03     3086.89    58796      0.00    0.00    0.02     7.81    7.86    7.91         5962.6        10448.3
      576.10     1491.17    27709      0.00    0.00    0.00     7.86    7.86    7.91         6622.7        10820.4
     1034.97     4252.77    90362      0.00    0.00    0.02     8.16    8.26    8.36        15290.2        18610.6
      395.99     1187.52    20368      0.00    0.00    0.02     7.81    7.86    7.91         7840.3        10429.1
     3869.62     2079.95    39799      0.50    0.50    0.50     6.16    6.16    6.18         5858.9         6866.1
     3647.42     2056.84    39342      0.50    0.50    0.50     6.14    6.16    6.18         2812.4         4396.6
     1438.39     1414.52    25716      0.00    0.00    0.02     8.21    8.31    8.36        12565.7        19643.6
     1114.29     4463.56    94780      0.50    0.50    0.50     7.04    7.04    7.04         6759.1        10381.7
     4025.79     1979.25    37703      0.10    0.14    0.24     6.34    6.48    6.48          762.6         1292.2
      861.95     1052.41    17123      0.00    0.00    0.04     7.22    7.24    7.34         2307.2         3976.3
     1006.78     1949.94    37085      0.02    0.06    0.10     7.38    7.48    7.60         6047.3         7449.8
     3570.73     2159.56    41343      0.14    0.40    0.44     9.06    9.06    9.54       148995.7       189992.5
     1854.96     3767.11    77739      0.00    0.00    0.02     7.36    7.38    7.46         2961.2         5089.9
     3704.51     1361.53    24439      0.16    0.18    0.24     6.82    6.84    6.84         1760.4         2991.9
     1435.43     4116.63    87323      0.20    0.24    0.28     6.90    6.98    7.06         3015.0         4986.3
     3909.38     1832.81    34744      0.28    0.34    0.40     6.26    6.44    6.46         1911.2         2665.1
      770.47     1418.26    25834      0.04    0.08    0.12     7.63    7.74    7.86         8610.4        11219.9
      841.89     2473.05    46699      0.12    0.18    0.22     7.81    7.91    8.01        11431.2        18755.0
     3778.16     1436.24    26256      0.00    0.00    0.00     9.01    9.06    9.06        41216.0        70654.0
      838.57     2346.82    44752      0.00    0.02    0.06     8.06    8.06    8.16         8839.7        14183.5
     3217.85      959.63    14878      0.10    0.14    0.18     6.68    6.72    6.76         1043.0         1611.8
     1501.83     3491.10    69353      0.00    0.00    0.02     6.68    6.70    6.74          570.8          906.8
      743.46     2821.50    53075      0.18    0.22    0.24     6.60    6.62    6.64         1054.6         1859.8
     3917.91     2236.37    42845      0.50    0.50    0.50     6.16    6.18    6.20         3911.3         5454.0
     1514.36     3441.12    67662      0.12    0.16    0.20     7.58    7.70    7.81         8999.8        13079.8
     4468.02     2792.66    52361      0.12    0.20    0.22     6.88    6.88    7.08         2380.5         3537.4
      822.10     2327.91    44452      0.10    0.14    0.18     7.72    7.86    7.96        11436.6        16087.4
     1274.00     3320.19    64112      0.00    0.02    0.06     6.80    6.82    6.82         1849.6         1503.5
     4004.68     2147.97    41139      0.12    0.16    0.20     6.48    6.48    6.48         1769.7         1350.4
     2459.52     3491.30    69357      0.00    0.00    0.04     6.32    6.34    6.36          488.4          853.8
      987.08     1463.25    26946      0.28    0.32    0.38     6.68    6.72    6.74         2494.0         3108.8
     3269.62     1498.33    27889      0.16    0.22    0.26     6.82    6.82    6.84         1735.7         2931.7
     4011.41     2560.53    48145      0.26    0.30    0.34     6.58    6.62    6.66         1345.2         2372.2
     4180.71      345.82     1136      0.04    0.10    0.14     7.36    7.38    7.57         6180.4         6955.2
     3496.88     2591.53    48590      0.00    0.08    0.12     9.01    9.06    9.11        51908.3        85510.1
      862.87     2211.26    42394      0.04    0.08    0.12     7.57    7.68    7.81         6422.0         9474.6
     1092.41     2992.98    56704      0.00    0.10    0.28     9.06    9.32    9.57       134406.5       144848.4
     3492.77     2661.40    49651      0.50    0.50    0.50     6.44    6.46    6.46         2854.7         4932.4
      690.48     2319.32    44312      0.00    0.02    0.06     7.72    7.86    7.96         6506.2        10171.0
     3958.31     2535.96    47746      0.14    0.18    0.20     9.06    9.06    9.06        63731.7       108947.3
     4250.29     3123.11    59577      0.00    0.00    0.00     6.58    6.62    6.64          437.9          727.0
     1182.51     3218.85    61573      0.08    0.12    0.16     7.54    7.65    7.76         7271.4        10485.4
     1051.61     2536.87    47760      0.00    0.02    0.08     7.86    7.96    8.06         7859.6        11422.6
      936.17     3490.66    69339      0.48    0.50    0.50     6.60    6.64    6.68         2500.4         4400.3
     3885.74     1885.34    35785      0.50    0.50    0.50     6.48    6.48    6.48         2225.1         3707.6
     3339.99      957.74    14820      0.00    0.00    0.14     6.84    7.22    7.28         1924.4         3357.1
      529.35     2522.67    47517      0.00    0.00    0.00     8.06    8.06    8.06         6652.7        11756.1
     3590.43     1040.37    16821      0.00    0.00    0.00     6.58    6.62    6.66          383.5          649.8
     3755.75     1269.16    22268      0.12    0.16    0.20     6.58    6.62    6.66          748.8         1314.9
     1049.16     1726.93    32740      0.50    0.50    0.50     6.18    6.20    6.22         2870.2         4983.7
     3006.99     3817.72    79171      0.00    0.00    0.02     6.40    6.40    6.40          318.3          539.2
     3947.42     2132.80    40822      0.50    0.50    0.50     6.46    6.46    6.46         4974.4         4209.8
     3757.53     1419.82    25862      0.50    0.50    0.50     6.80    6.80    6.80         3944.7         6724.1
     3981.08     1910.40    36282      0.50    0.50    0.50     6.76    6.76    6.76         3583.1         5948.4
     3961.48     2026.54    38707      0.50    0.50    0.50     6.46    6.46    6.46         2260.7         3609.6
     3687.38     1810.32    34296      0.46    0.50    0.50     6.46    6.46    6.48         2170.9         3225.9
     1104.48      716.49     8684      0.20    0.26    0.30     6.60    6.62    6.64         1105.3         1860.8
     1378.00     3349.51    64936      0.12    0.16    0.20     6.62    6.64    6.68         1070.2         1394.6
     1229.55      805.85    11029      0.36    0.42    0.46     6.60    6.64    6.68         1847.3         3222.6
      636.91     2298.53    43975      0.00    0.02    0.06     7.96    8.06    8.11        11498.3        12206.3
     1094.13     3478.23    68921      0.12    0.18    0.22     7.30    7.38    7.49         4974.0         7543.8
     4232.37     3113.06    59338      0.04    0.08    0.12     6.60    6.64    6.68          539.7          943.5
     3926.14     1820.64    34498      0.50    0.50    0.50     6.46    6.46    6.46         2290.3         2648.8
     3923.90     1763.21    33419      0.50    0.50    0.50     6.80    6.80    6.80         4320.8         7406.9
     3884.86     2210.04    42367      0.50    0.50    0.50     5.60    5.65    5.80         3327.8         5655.8
      902.33     3516.15    70143      0.44    0.48    0.50     6.52    6.56    6.58         1862.5         3174.7
     1296.61     2187.79    41921      0.06    0.10    0.14     6.58    6.62    6.66          591.9          989.8
     3414.34      673.61     7522      0.00    0.00    0.00     6.58    6.60    6.64          345.1          602.1
     1697.76     1865.68    35403      0.02    0.06    0.10     7.51    7.58    7.68         4764.7         6759.5
     1663.00     4361.52    92604      0.00    0.00    0.04     6.58    6.62    6.68          395.0          642.6
     1481.30     3498.80    69591      0.28    0.34    0.40     6.62    6.68    6.72         2208.9         2485.9
     4123.74     3483.95    69122      0.00    0.00    0.00     8.21    8.31    8.36        13574.5        15908.2
      964.20     1398.73    25313      0.18    0.24    0.28     7.38    7.57    7.65         8029.9        11295.4
     3757.27     1809.51    34284      0.50    0.50    0.50     6.50    6.50    6.50         3125.5         3517.3
     1222.42     1218.73    21104      0.04    0.12    0.16     6.28    6.30    6.46          533.8          941.4
     3599.89     1967.27    37461      0.38    0.42    0.48     6.16    6.18    6.22         2482.9         3765.6
     3565.68     2097.16    40137      0.50    0.50    0.50     6.48    6.48    6.48         2560.2         4364.1
     1696.67     2948.48    55812      0.16    0.24    0.28     7.96    8.06    8.21        12810.2        22495.9
     3078.01     3676.74    74969      0.00    0.04    0.10     6.78    6.80    6.82          825.0         1330.1
     3917.33     1784.80    33835      0.18    0.22    0.28     6.26    6.44    6.46          850.2         1479.8
     2959.49      575.13     4828      0.00    0.00    0.00     7.96    8.06    8.06        11602.0        10400.7
     1033.38     3234.32    61944      0.12    0.24    0.28     6.38    6.40    6.54          815.4         1156.7
     3517.37     3698.99    75683      0.14    0.20    0.26     6.68    6.72    6.76         1102.6         1577.1
     3561.77     2038.10    38951      0.48    0.50    0.50     6.16    6.18    6.22         4016.3         4328.3
     2720.21     4435.34    94212      0.14    0.18    0.22     6.60    6.64    6.68          717.6         1251.9
     1553.14     4458.05    94677      0.00    0.00    0.06     8.06    8.31    8.36        13662.4        14723.9
     2048.19     3650.71    74204      0.24    0.28    0.36     6.66    6.72    6.74         1392.8         2039.6
     3725.07     2117.60    40548      0.50    0.50    0.50     6.46    6.46    6.46         2145.8         3069.4
     1671.80     3995.17    84010      0.06    0.10    0.14     6.58    6.62    6.64          581.6          933.1
     1487.55     3086.11    58773      0.16    0.20    0.30     6.40    6.52    6.54          588.1          934.3
     3184.62     3295.70    63486      0.00    0.04    0.08     7.96    8.06    8.16         8302.1        11473.7
     1729.04     3962.43    83230      0.16    0.22    0.26     6.68    6.72    6.76          969.3         1609.1
     1050.03      913.71    13722      0.00    0.02    0.06     6.60    6.64    6.68          414.6          671.4
     2022.49     3355.20    65098      0.48    0.50    0.50     7.68    7.81    8.01        18124.8        30895.2
     3980.96     2155.22    41261      0.30    0.36    0.40     6.10    6.14    6.16         1280.6         2101.1
     1149.19     3244.43    62171      0.02    0.08    0.48     6.64    7.86    7.96         6675.7         8968.6
      951.53     3585.42    72349      0.26    0.30    0.34     6.60    6.64    6.66         1130.7         1877.1
      525.58     1295.18    22877      0.50    0.50    0.50     7.02    7.04    7.04         4535.5         7660.7
      796.82     1447.89    26562      0.12    0.16    0.20     7.54    7.68    7.76         7717.1         9277.8
     1540.61      785.26    10478      0.30    0.34    0.36     6.90    6.90    6.94         2555.1         4038.1
     3704.44     2186.43    41901      0.48    0.50    0.50     6.46    6.46    6.46         1978.0         3092.1
     4267.48     2627.03    49131      0.02    0.08    0.12     7.58    7.70    7.86        11245.5         8026.4
     3571.98     2017.50    38490      0.48    0.50    0.50     6.14    6.16    6.18         3803.0         5349.5
     3621.05     1963.20    37369      0.20    0.28    0.34     5.90    6.00    6.02          906.3         1577.4
     4553.60     2717.16    50673      0.02    0.06    0.12     6.58    6.60    6.64          421.7          732.1
     1432.29     3534.75    70733      0.02    0.06    0.12     6.58    6.64    6.68          469.3          756.6
     3759.09     2165.61    41477      0.50    0.50    0.50     6.46    6.46    6.46         3453.3         3211.1
      838.12     2144.68    41064      0.00    0.00    0.04     7.68    7.81    7.91         6371.2         6660.3
     3784.35     1754.42    33254      0.36    0.40    0.44     6.34    6.34    6.36         1477.1         2268.7
     3602.61     2142.56    41010      0.30    0.44    0.50     9.48    9.51   10.05       347984.2       380589.3
     3748.31     2212.04    42403      0.00    0.08    0.50     9.06   10.02   10.30       289228.6       485311.8
     1281.04      825.18    11546      0.00    0.00    0.10     6.40    6.58    6.68          295.6          503.8
     3776.95     2040.49    38999      0.50    0.50    0.50     5.15    5.15    5.15         2836.1         4433.6
     2978.68     3674.38    74898      0.48    0.50    0.50     6.04    6.06    6.12         2790.0         4231.5
      425.18     1011.04    16118      0.36    0.40    0.46     7.36    7.54    7.65         9001.0        14827.6
     4119.18      339.72     1062      0.14    0.18    0.34     6.82    7.24    7.36         2725.3         4785.9
     1872.20     3799.43    78663      0.10    0.16    0.22     6.88    6.94    7.06         1456.7         2483.0
     3953.17     2058.59    39385      0.32    0.38    0.42    10.24   10.30   10.30       849458.4      1474951.1
      745.25     3850.84    80141      0.00    0.02    0.08     7.63    7.81    7.91         4113.4         6720.6
     2940.84     3273.58    62944      0.32    0.36    0.40     7.70    7.86    8.01        15630.7        21203.4
     2350.49     2936.92    55591      0.00    0.00    0.16     8.46    8.76    8.81        24624.0        26537.0
      906.12     3333.97    64483      0.08    0.14    0.18     6.58    6.62    6.68          561.8          905.7
     1789.88     3620.50    73378      0.00    0.00    0.38     6.64    7.86    7.91         3789.3         6266.8
     4189.25     3053.21    58013      0.30    0.34    0.38     6.22    6.24    6.44         1087.4         1913.6
     4117.42     1102.12    18324      0.00    0.10    0.18     8.96    9.06    9.16        39545.8        61821.2
     4611.55     3361.32    65271      0.04    0.08    0.14     6.60    6.66    6.70          449.6          772.8
      957.50     2821.40    53072      0.50    0.50    0.50     6.44    6.44    6.46         1862.9         3115.1
      933.77     4319.28    91652      0.00    0.00    0.10     8.86    9.06    9.06        32702.0        47156.0
     2387.51     3872.88    80750      0.00    0.04    0.24     6.80    7.36    7.48         2093.3         3568.1
     1768.40     1654.51    31366      0.22    0.28    0.34     6.62    6.66    6.70         1082.5         1608.6
     2568.93     3480.35    68982      0.30    0.34    0.40     6.54    6.54    6.60          970.9         1579.4
     2855.26      544.87     4198      0.00    0.00    0.18     6.80    7.38    7.46         1807.6         3167.4
     3507.53     2122.05    40617      0.48    0.50    0.50     6.78    6.80    6.80         5509.4         4939.0
     3856.93     2133.93    40846      0.50    0.50    0.50    10.29   10.30   10.30      1206900.2      1621424.4
     3221.01     4193.20    89099      0.00    0.02    0.08     8.21    8.36    8.51         9712.7        13893.4
     1755.23     3846.01    79989      0.50    0.50    0.50     7.02    7.04    7.04         4662.2         6827.6
     3980.64     1993.95    38002      0.50    0.50    0.50     6.14    6.16    6.18         2578.8         3214.5
     4471.53     2990.05    56648      0.00    0.00    0.02     7.81    7.86    7.96         5615.0         6406.9
     1470.54     3873.58    80774      0.06    0.10    0.16     6.58    6.62    6.66          481.6          769.0
     2862.37     1742.76    33032      0.00    0.04    0.16     9.74   10.30   10.30       337807.3       483212.2
     2513.71     1160.94    19754      0.20    0.24    0.28     7.68    7.86    7.96        11240.3        13344.0
     2859.09      952.45    14691      0.28    0.32    0.42     6.86    7.20    7.28         4219.1         6224.6
      359.57     1460.98    26882      0.00    0.02    0.06     7.91    8.06    8.16         5522.6         8633.4
     3885.63     2116.66    40531      0.50    0.50    0.50    10.28   10.30   10.30       854780.1       879623.8
     2834.40     3501.65    69683      0.00    0.00    0.08     6.40    6.60    6.66          259.5          448.4
     3785.37     1778.73    33706      0.50    0.50    0.50     6.80    6.80    6.82         2573.7         4529.3
     1373.74     3542.11    70988      0.42    0.50    0.50     6.86    6.86    6.88         2939.7         4880.2
     1378.02     1136.86    19192      0.04    0.10    0.14     7.72    7.86    8.01         4990.1         8284.1
     3573.26     1977.61    37667      0.44    0.50    0.50     6.20    6.24    6.44         1982.0         2739.2
     3604.67     3678.38    75025      0.02    0.08    0.14     6.58    6.62    6.66          385.7          649.3
      772.54     2638.50    49296      0.26    0.34    0.38     7.86    8.06    8.21        12738.6        22065.0
     2881.05     3376.88    65701      0.22    0.26    0.30     6.16    6.18    6.22          884.7         1350.4
     3923.18     2079.21    39786      0.50    0.50    0.50     6.12    6.16    6.18         3086.1         3663.6
     1563.49     3424.81    67072      0.50    0.50    0.50     6.84    6.86    7.48         3544.8         5987.3
      682.58     2761.62    51599      0.00    0.04    0.16     6.32    6.48    6.48          278.0          488.1
     1279.74     1672.15    31713      0.48    0.50    0.50     6.48    6.48    6.48         1417.7         2449.6
     1177.32     3652.59    74261      0.16    0.22    0.26     7.30    7.38    7.53         3582.2         5990.0
     2484.39     3705.23    75880      0.04    0.10    0.16     6.54    6.62    6.70          421.6          679.7
     4044.61     2001.00    38151      0.44    0.48    0.50     6.28    6.30    6.42         1531.4         2394.0
      878.47     2823.07    53113      0.08    0.38    0.46     6.68    6.72    7.70         1767.7         2151.5
      679.41     2821.05    53057      0.40    0.46    0.50     6.76    6.78    6.80         2079.8         3501.5
     4144.06      339.51     1058      0.16    0.22    0.30     6.72    6.76    6.78          814.8         1392.9
     3348.71     3029.70    57474      0.16    0.22    0.26     6.52    6.58    6.66          579.5         1001.3
     3057.43     3848.98    80075      0.00    0.00    0.14     6.38    6.58    6.70          237.3          416.7
     3892.38      838.78    11879      0.48    0.50    0.50     6.70    6.74    6.74         2049.5         3621.8
     1234.26     4112.56    87219      0.00    0.02    0.08     6.60    6.66    6.70          302.2          533.9
     3558.42     2068.46    39586      0.50    0.50    0.50     6.48    6.48    6.50         1896.8         3301.3
      503.86     2760.96    51588      0.20    0.26    0.32     6.86    6.88    7.10         1439.7         2493.7
      801.04     1367.62    24581      0.32    0.40    0.44     6.86    6.86    6.88         2341.8         3551.7
     2064.59     3842.90    79910      0.06    0.36    0.40     9.06    9.06    9.65        59315.1        98831.9
     2387.14     3516.08    70136      0.50    0.50    0.50     6.84    6.84    6.84         3396.2         5184.0
     3579.05     2136.88    40907      0.02    0.38    0.44     9.06    9.06   10.05        88074.9       128002.1
     4013.00     2028.31    38750      0.50    0.50    0.50     6.48    6.48    6.48         1931.4         2870.1
     3871.51     3851.32    80151      0.00    0.02    0.10     7.81    7.96    8.11         4750.0         6794.6
     3626.27     2181.59    41802      0.16    0.40    0.46     9.06    9.06    9.51       136452.2       104120.6
      585.55     1668.30    31643      0.24    0.30    0.34     7.20    7.24    7.36         3443.1         5737.0
     1839.96     4515.25    95772      0.06    0.12    0.28     6.82    7.24    7.42         2260.7         3285.5
     3837.04     2317.94    44291      0.50    0.50    0.50     6.46    6.46    6.46         1890.7         3282.9
     3871.08     2150.27    41173      0.50    0.50    0.50     6.16    6.18    6.20         4155.5         4741.5
     3617.62      608.65     5597      0.02    0.06    0.10     6.38    6.40    6.40          241.4          421.1
     2182.55     1352.19    24213      0.00    0.00    0.02     7.81    7.86    7.96         3652.4         5575.0
     1513.20     3306.05    63753      0.32    0.36    0.40     6.46    6.46    6.46          898.6         1567.5
     1115.62     1494.66    27806      0.26    0.46    0.50     6.78    6.80    7.44         2047.7         3411.9
      482.65     2582.38    48463      0.12    0.16    0.22     7.58    7.76    7.91         5022.9         7852.1
     3510.83     2793.28    52371      0.50    0.50    0.50     6.12    6.16    6.16         2269.2         3900.4
     3736.28     1089.44    18002      0.00    0.06    0.12     6.38    6.40    6.52          242.7          418.4
     1535.10     3867.41    80587      0.18    0.24    0.28     6.58    6.60    6.64          662.7         1147.8
     3922.86      703.51     8338      0.02    0.06    0.12     7.63    7.81    7.91         3955.6         6183.7
     1005.92      798.44    10845      0.00    0.00    0.06     6.58    6.62    6.66          268.5          465.1
     3789.94     1591.52    30064      0.00    0.00    0.06     9.06    9.06    9.06        25205.6        39622.0
      976.38     1502.70    27995      0.38    0.42    0.46     6.52    6.52    6.56         1244.2         1604.1
     2499.39     4201.62    89258      0.12    0.18    0.26     6.86    7.08    7.20         1640.6         2874.8
     1204.13     3357.40    65162      0.00    0.00    0.02     6.58    6.66    6.70          271.8          454.5
     3175.68     3733.57    76726      0.04    0.12    0.18     6.32    6.34    6.48          341.9          575.6
      877.70      899.64    13386      0.08    0.12    0.20     6.86    6.88    6.88          879.0         1489.4
      324.82      981.95    15435      0.00    0.10    0.24     8.86    9.06    9.28        31825.7        49469.5
     1453.36     3508.86    69917      0.20    0.28    0.34     6.70    6.74    6.78         1192.6         1415.8
     3394.34      354.27     1239      0.00    0.00    0.10     8.01    8.21    8.31         6914.6         8518.2
     2210.22     3453.31    68068      0.24    0.28    0.40     6.40    6.54    6.58          563.4          957.5
     1335.13     3495.19    69485      0.48    0.50    0.50     6.26    6.42    6.46         2442.6         2189.7
     3090.78     3556.92    71456      0.18    0.24    0.30     7.81    7.96    8.16        12593.2        13368.6
      481.05     2678.08    49943      0.20    0.26    0.32     6.60    6.64    6.68          636.6         1118.0
     4020.95     3028.53    57451      0.04    0.10    0.14     6.54    6.60    6.64          433.8          630.4
      990.76     3731.78    76681      0.00    0.02    0.10     8.26    8.46    8.61        13933.8        13881.3
     2252.14      557.04     4440      0.00    0.16    0.32     8.81    9.06    9.44        40311.5        57663.0
     1233.02     1880.48    35676      0.14    0.18    0.32     6.34    6.50    6.50          358.3          622.1
     4414.10     3380.07    65815      0.08    0.14    0.24     6.28    6.46    6.48          370.1          627.0
      996.57     2897.64    54772      0.42    0.46    0.50     7.52    7.65    7.81         9193.7        15318.8
     1531.08      957.10    14800      0.18    0.24    0.30     7.81    7.96    8.16         9153.0        12533.9
      737.43     3234.64    61951      0.00    0.00    0.06     6.54    6.60    6.66          229.5          387.6
     1093.62     3261.89    62629      0.28    0.34    0.38     6.90    6.90    6.90         2259.4         2783.4
     1800.52     3123.09    59574      0.44    0.48    0.50     7.34    7.44    7.65        12975.7        12712.4
     1073.81     1974.37    37602      0.30    0.36    0.44     6.62    6.68    6.72          914.3         1579.8
      852.15     2746.26    51271      0.04    0.10    0.18     6.54    6.68    6.72          401.1          707.4
     2400.42     3494.19    69448      0.22    0.30    0.36     6.28    6.32    6.48          611.1         1079.9
     3891.62     2320.62    44336      0.50    0.50    0.50     6.48    6.48    6.50         1480.4         2557.9
     3389.95      883.99    13001      0.32    0.40    0.46     6.82    6.84    6.86         1828.3         3097.9
     3466.54     1716.75    32535      0.06    0.10    0.24     6.36    6.50    6.50          274.2          474.9
     1121.96      915.45    13760      0.00    0.00    0.06     6.54    6.60    6.68          229.1          392.7
     1253.69     3348.07    64899      0.20    0.28    0.34     6.80    6.82    6.84         1314.3         1895.3
     1541.67     4106.55    87052      0.00    0.06    0.12     7.96    8.06    8.31         6108.1         8364.2
     3669.73     2225.45    42649      0.50    0.50    0.50     6.76    6.78    6.80         2560.3         4146.6
     3724.47     2226.52    42679      0.50    0.50    0.50     6.82    6.82    6.84         3618.8         4861.7
     1024.48     1053.85    17151      0.00    0.00    0.02     6.68    6.72    6.76          397.2          453.2
     1221.12     1624.82    30776      0.32    0.36    0.42     6.24    6.44    6.46          804.4         1412.6
      949.38      986.81    15558      0.14    0.20    0.26     7.14    7.24    7.36         2186.5         3643.2
     1665.60     1919.53    36466      0.00    0.10    0.20     8.91    9.06    9.16        46845.8        48970.8
     2695.94     1174.48    20060      0.30    0.36    0.40     7.36    7.56    7.68         5650.7         9738.6
     1965.77     3667.43    74692      0.00    0.10    0.20     8.16    8.46    8.76        15619.5        16073.5
     3754.31     2121.58    40608      0.28    0.32    0.36    10.24   10.30   10.30       602138.1       824550.0
     3990.70     2027.83    38734      0.50    0.50    0.50     6.14    6.18    6.22         1697.9         2523.0
     1302.49     3578.78    72145      0.16    0.22    0.30     6.68    6.74    6.78          783.0         1110.8
     1059.55     1838.09    34837      0.18    0.24    0.32     6.58    6.68    6.72          645.7         1059.4
     4099.90      388.35     1649      0.10    0.16    0.22     6.82    6.84    6.86         1224.8         1359.0
     3996.98     1542.03    28993      0.18    0.22    0.28    10.17   10.30   10.30       357467.6       619180.6
     3589.76     2174.95    41666      0.10    0.14    0.18     9.06    9.06    9.06        41702.6        62831.5
     3401.16     1734.70    32884      0.48    0.50    0.50     6.80    6.80    6.82         2385.4         3617.7
     1206.10     1883.64    35741      0.50    0.50    0.50     6.16    6.20    6.22         2131.0         2776.9
      855.36     1643.57    31158      0.04    0.08    0.14     6.54    6.60    6.66          312.5          542.6
     1007.16     1588.12    29985      0.12    0.18    0.22     6.58    6.60    6.66          502.2          746.3
      763.10     2349.19    44784      0.28    0.36    0.42     6.60    6.66    6.72          939.6         1485.0
     3959.12     2082.80    39869      0.50    0.50    0.50     6.04    6.06    6.10         1622.5         2803.4
      666.00     2627.04    49132      0.36    0.46    0.50     6.72    6.76    6.80         1434.5         2524.4
      818.81     2880.35    54409      0.20    0.26    0.34     6.58    6.68    6.72         1700.6         1103.1
     3779.36     2162.96    41418      0.50    0.50    0.50     6.10    6.14    6.16         1919.6         2745.9
     2091.55     3434.64    67417      0.00    0.06    0.14     8.96    9.06    9.11        26473.7        40151.1
     1041.72     1253.10    21929      0.28    0.34    0.40     6.58    6.64    6.68          979.3         1328.4
     2023.21      954.85    14748      0.00    0.00    0.06     8.06    8.31    8.36        11004.4         9129.0
     1405.98     3068.14    58363      0.00    0.00    0.10     8.41    8.66    8.76        19802.8        17089.9
     4242.59     2112.82    40445      0.00    0.20    0.24     9.06    9.06    9.48        38766.7        54996.8
      672.97     2290.10    43836      0.16    0.20    0.50     6.72    7.63    7.76         3854.0         6241.8
     3747.66     2182.13    41813      0.50    0.50    0.50     6.04    6.06    6.12         1767.3         2911.3
     2939.50     3886.88    81160      0.00    0.00    0.12     6.38    6.56    6.64          283.4          332.1
     4327.45     3199.14    61167      0.00    0.04    0.12     8.96    9.06    9.11        23953.0        35594.0
     2907.29     3231.52    61884      0.34    0.38    0.50     6.36    6.50    6.52          664.7         1159.6
     3948.76     1901.29    36085      0.08    0.22    0.50     9.06   10.02   10.30       239432.3       339673.1
      867.11     1480.18    27398      0.08    0.16    0.22     6.64    6.70    6.74          580.9          875.1
     2106.91     1600.09    30243      0.00    0.00    0.12     8.41    8.71    8.76        15044.1        17165.6
     3671.87     1049.04    17045      0.46    0.50    0.50     6.74    6.76    6.78         1957.0         2908.0
     1591.06     3313.62    63946      0.50    0.50    0.50     6.44    6.46    6.46         1223.1         2052.4
     1057.16     3035.55    57613      0.40    0.48    0.50     6.76    6.78    6.80         1677.2         2814.3
     3595.00     2751.20    51371      0.42    0.46    0.50     6.50    6.50    6.52          865.2         1509.3
